"","CustomerID","average_order_value","number_orders","total_order_value","cohort2010.12.01","cohort2011.01.01","cohort2011.02.01","cohort2011.03.01","cohort2011.04.01","cohort2011.05.01","cohort2011.06.01","cohort2011.07.01","cohort2011.08.01","cohort2011.09.01","cohort2011.10.01","cohort2011.11.01","cohort2011.12.01","order_sequence_1","order_sequence_2","order_sequence_3","order_sequence_4","order_sequence_5","order_sequence_6","order_sequence_7","order_sequence_8","order_sequence_9","CountryAustralia","CountryAustria","CountryBahrain","CountryBelgium","CountryBrazil","CountryCanada","CountryChannel.Islands","CountryCyprus","CountryCzech.Republic","CountryDenmark","CountryEIRE","CountryEuropean.Community","CountryFinland","CountryFrance","CountryGermany","CountryGreece","CountryIceland","CountryIsrael","CountryItaly","CountryJapan","CountryLebanon","CountryLithuania","CountryMalta","CountryNetherlands","CountryNorway","CountryPoland","CountryPortugal","CountryRSA","CountrySaudi.Arabia","CountrySingapore","CountrySpain","CountrySweden","CountrySwitzerland","CountryUnited.Arab.Emirates","CountryUnited.Kingdom","CountryUnspecified","CountryUSA","top.selling.purchase"
"11",12358,344.01,2,688.02,0,0,0,0,0,0,0,1,0,0,0,0,0,5.74671424203971,5.93187376569434,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"12",12359,854.555,4,3418.22,0,1,0,0,0,0,0,0,0,0,0,0,0,7.28248622772044,6.63176459511994,6.91294180566944,5.31615728467637,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
"13",12360,479.186666666667,3,1437.56,0,0,0,0,0,1,0,0,0,0,0,0,0,6.26795927391919,5.93187376569434,6.28469370598888,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79
"14",12361,158.4,1,158.4,0,0,1,0,0,0,0,0,0,0,0,0,0,5.07141676635611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"15",12362,292.887,10,2928.87,0,0,1,0,0,0,0,0,0,0,0,0,0,5.84944004707856,5.28472541302857,5.48421585183233,6.12073688281212,5.30529298028446,6.25601871966774,5.41685567247157,5.2008147851868,5.61546114914944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
"16",12363,216,2,432,0,0,0,0,1,0,0,0,0,0,0,0,0,5.37851390854231,5.38127888726238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16
"17",12364,205.66,4,822.64,0,0,0,0,0,0,0,0,1,0,0,0,0,4.98866231328585,5.42221500320427,4.18661983833127,5.96028342962441,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
"18",12365,255.54,1,255.54,0,0,1,0,0,0,0,0,0,0,0,0,0,5.5472845978717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"19",12367,124.8,1,124.8,0,0,0,0,0,0,0,0,0,0,0,0,1,4.83469334426634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"20",12370,528.5675,4,2114.27,1,0,0,0,0,0,0,0,0,0,0,0,0,5.95407415788942,6.39440981642068,5.01263329675893,6.89178848546006,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
"21",12371,761.91,1,761.91,0,0,0,0,0,0,0,0,0,0,1,0,0,6.63714006888811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34
"22",12372,207.753333333333,3,623.26,0,0,1,0,0,0,0,0,0,0,0,0,0,5.46806014113513,5.25801606977451,5.28401558183718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
"23",12373,127.2,1,127.2,0,0,1,0,0,0,0,0,0,0,0,0,0,4.85359154448657,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"24",12374,418.63,1,418.63,0,0,0,0,0,0,0,0,0,0,0,1,0,6.03937337062987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
"25",12375,83.25,2,166.5,0,0,0,0,0,0,0,0,0,1,0,0,0,4.43319492124828,4.43438186500781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"26",12377,568.17,2,1136.34,1,0,0,0,0,0,0,0,0,0,0,0,0,6.02378651857011,6.5864474788807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54
"27",12378,2268.26,1,2268.26,0,0,0,0,0,0,0,0,1,0,0,0,0,7.72720906613934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121
"28",12379,184.72,2,369.44,0,0,0,0,0,0,1,0,0,0,0,0,0,5.18682699051467,5.26030392434982,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"29",12380,444.9425,4,1779.77,0,0,0,0,0,0,1,0,0,0,0,0,0,6.79578407188453,5.5147987749887,5.63750021186222,5.88776931076922,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
"30",12381,262.575,4,1050.3,0,0,0,0,0,0,0,0,1,0,0,0,0,3.69262244039277,5.59805152002396,1.70474809223843,6.60495956872031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,43
"31",12383,238.182,5,1190.91,1,0,0,0,0,0,0,0,0,0,0,0,0,3.59594145845467,4.64554408012636,5.20631172075201,6.12196635517214,6.03346984125301,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"32",12384,187.085,2,374.17,0,0,0,0,0,0,0,0,1,0,0,0,0,5.50362275973237,4.87206264423232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18
"33",12386,151.75,2,303.5,1,0,0,0,0,0,0,0,0,0,0,0,0,4.969813299576,5.08450514266271,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"34",12388,284.053333333333,6,1704.32,0,1,0,0,0,0,0,0,0,0,0,0,0,5.11583579695272,5.70318229458417,6.47112452835577,4.87672287650999,4.82871365732363,5.83305481036034,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
"35",12390,304.11,1,304.11,0,0,0,0,0,0,0,0,0,1,0,0,0,5.72067236732447,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
"36",12391,337.34,1,337.34,0,0,0,0,0,0,0,0,0,0,0,1,0,5.82405130704715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
"37",12393,170.825,4,683.3,0,1,0,0,0,0,0,0,0,0,0,0,0,5.08326598513116,5.70044357339069,2.92852352386054,5.33897934826693,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"38",12394,254.35,2,508.7,0,0,0,0,0,1,0,0,0,0,0,0,0,5.76242867008893,5.26051165181214,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"39",12395,135.553333333333,12,1626.64,1,0,0,0,0,0,0,0,0,0,0,0,0,5.03076466539142,5.28406630077818,4.79496375762075,5.20389679092855,4.36246147917904,4.11903717481247,4.83055123224249,2.86789890204411,4.67934958416234,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
"40",12397,719.855,2,1439.71,0,0,0,0,0,0,0,1,0,0,0,0,0,6.6428908918108,6.51382340668765,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69
"41",12398,841.88,1,841.88,0,0,0,0,0,0,0,0,0,0,1,0,0,6.73682459911486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,48
"42",12399,195.515,4,782.06,0,0,0,1,0,0,0,0,0,0,0,0,0,5.14900496336103,4.39642251495761,5.83758466394533,5.24539116073863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
"43",12401,55.5,1,55.5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0342406381524,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"44",12402,198,1,198,0,1,0,0,0,0,0,0,0,0,0,0,0,5.29330482472449,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"45",12403,344.7,1,344.7,0,0,0,0,0,0,0,0,0,0,1,0,0,5.84557134692758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"46",12405,771.62,1,771.62,0,0,0,0,0,0,0,1,0,0,0,0,0,6.64978733651375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
"47",12406,1125.365,2,2250.73,0,0,0,0,0,0,1,0,0,0,0,0,0,7.05509711688006,6.99757770127917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"48",12407,204.7,5,1023.5,0,0,0,1,0,0,0,0,0,0,0,0,0,5.16741109670024,5.09583391793013,6.05361741233007,4.82310017024941,4.93949726626292,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
"49",12408,317.122,5,1585.61,0,0,0,1,0,0,0,0,0,0,0,0,0,6.04687560187153,6.13469871519389,5.78554677645884,4.02356438016105,5.78308644799425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65
"50",12409,2170.55,3,6511.65,0,0,0,0,0,0,1,0,0,0,0,0,0,7.69039575402484,1.78339121955754,8.3713485871045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,62
"51",12410,225.325,2,450.65,0,0,1,0,0,0,0,0,0,0,0,0,0,3.55534806148941,6.03464376120191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14
"52",12412,276.156666666667,3,828.47,0,0,0,0,0,0,1,0,0,0,0,0,0,5.34958066048558,5.4187635196239,5.97977144851694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"53",12413,196.416666666667,3,589.25,0,1,0,0,0,0,0,0,0,0,0,0,0,5.16135151147488,3.56529839234258,5.94672865326659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
"54",12414,107,3,321,0,0,1,0,0,0,0,0,0,0,0,0,0,4.35926964755127,4.73795129722191,4.87976701889122,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"55",12415,3736.38736842105,19,70991.36,0,1,0,0,0,0,0,0,0,0,0,0,0,6.06517958493026,8.14363364431906,5.26950628469392,6.43813557602727,8.98249453221241,5.3461546959622,7.47143138409051,9.29270898801113,4.68213122712422,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436
"56",12417,193.451111111111,9,1741.06,1,0,0,0,0,0,0,0,0,0,0,0,0,5.27857373751143,5.41610040220442,5.98557222140314,4.77912349311153,5.08561907309537,5.44802963977636,5.24912712235727,4.86830338551846,4.58333349137892,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99
"57",12418,437.07,1,437.07,0,0,0,0,0,0,0,0,1,0,0,0,0,6.08237871495861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21
"58",12420,296.7,1,296.7,0,0,0,0,0,0,0,0,0,0,1,0,0,5.69608626802173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"59",12421,116.1525,4,464.61,0,1,0,0,0,0,0,0,0,0,0,0,0,4.64784646026853,4.88703537311831,5.06657444642036,4.29128102136714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,28
"60",12422,158.316666666667,3,474.95,0,1,0,0,0,0,0,0,0,0,0,0,0,4.5685062016165,5.43503118986386,5.02552390659001,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"61",12423,128.8925,8,1031.14,1,0,0,0,0,0,0,0,0,0,0,0,0,4.704110133843,4.60995870271989,3.53979923109978,5.22251565313175,5.15167178620655,5.08357591849797,4.95920163898141,4.8816649127993,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
"62",12424,580.01,2,1160.02,0,0,0,0,0,0,1,0,0,0,0,0,0,6.92659666011549,4.96284463025991,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
"63",12425,568.89,1,568.89,0,0,0,0,0,0,0,0,0,1,0,0,0,6.34544335974894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25
"64",12426,297.73,1,297.73,0,0,0,0,0,1,0,0,0,0,0,0,0,5.69954015539807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
"65",12427,146.58,3,439.74,1,0,0,0,0,0,0,0,0,0,0,0,0,4.71814166464725,5.25007205392004,4.94306997460049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"66",12428,454.825555555556,9,4093.43,0,0,0,1,0,0,0,0,0,0,0,0,0,5.49133155288073,5.89285894335386,6.04864796063544,5.52569195439006,4.4312928759768,4.25277179881662,6.31391029949605,7.06096551673234,6.85719855536498,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162
"67",12429,534.545,4,2138.18,1,0,0,0,0,0,0,0,0,0,0,0,0,5.901430424404,6.59361971116217,5.74716119795815,6.5970092669318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
"68",12430,143.56,1,143.56,0,0,0,0,0,0,0,0,0,0,1,0,0,4.97369464628397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6
"69",12431,266.006,15,3990.09,1,0,0,0,0,0,0,0,0,0,0,0,0,6.40098807534365,5.52545293913178,4.28977427496879,5.8113206175618,4.72703377374493,4.78582368568135,5.9099833052401,5.75107946109836,5.6011958858811,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151
"70",12432,889.32,4,3557.28,0,0,0,0,0,0,1,0,0,0,0,0,0,6.35147890897876,6.55250788703459,5.37110303627368,7.63619238032053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,72
"71",12433,1174.39857142857,7,8220.79,1,0,0,0,0,0,0,0,0,0,0,0,0,3.03495298670727,7.4470750607872,7.54618752855315,6.89524738033893,7.32853583786808,6.86793278479497,7.02727902095205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,252
"72",12434,310.55,2,621.1,0,0,0,1,0,0,0,0,0,0,0,0,0,6.03464376120191,5.32520269532942,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
"73",12435,2597.32,2,5194.64,0,0,0,1,0,0,0,0,0,0,0,0,0,7.9094160415738,7.81352687826608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
"74",12436,242.7,1,242.7,0,0,0,0,0,0,0,0,0,1,0,0,0,5.49593796063116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9
"75",12437,173.463125,16,2775.41,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0655021955371,4.7090796493786,4.10098910494077,6.19021294158747,5.21634780368079,5.10473261747537,4.98825334320313,5.4506091768903,5.37388855339511,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
"76",12438,1019.42,2,2038.84,0,0,0,0,0,0,0,1,0,0,0,0,0,7.35492519181893,6.16743262992976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,63
"77",12441,130.35,1,130.35,1,0,0,0,0,0,0,0,0,0,0,0,0,4.87786551613155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"78",12442,125.76,1,125.76,0,0,0,0,0,0,0,0,0,0,0,0,1,4.84229553482272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9
"79",12444,622.758,5,3113.79,0,0,0,0,0,0,1,0,0,0,0,0,0,6.48652657569449,6.49776997014222,5.59374436944726,5.84078699564849,7.07842589303523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111
"80",12445,77.4,1,77.4,0,0,0,0,0,0,0,0,0,0,0,1,0,4.36182392735636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
"81",12446,573.18,1,573.18,0,0,0,0,0,0,0,0,0,0,1,0,0,6.35294293601103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33
"82",12447,226.72,1,226.72,0,0,0,0,1,0,0,0,0,0,0,0,0,5.42811680408288,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"83",12448,272.31,1,272.31,0,0,0,0,0,0,0,0,0,0,1,0,0,5.61060668209266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14
